id,asset_path,category,source_en,source_status,pt_br,status,actor,license,notes
axe_invis_02,sounds/vo/axe/axe_invis_02.vsnd_c,invis,Axe fades from sight!,official_caption,"Axe: invisibilidade, fala 2.",placeholder,,,
axe_item_01,sounds/vo/axe/axe_item_01.vsnd_c,item,Vanguard!,official_caption,"Axe: item, fala 1.",placeholder,,,
axe_item_02,sounds/vo/axe/axe_item_02.vsnd_c,item,Blademail!,official_caption,"Axe: item, fala 2.",placeholder,,,
axe_item_03,sounds/vo/axe/axe_item_03.vsnd_c,item,Black King Bar!,official_caption,"Axe: item, fala 3.",placeholder,,,
axe_item_04,sounds/vo/axe/axe_item_04.vsnd_c,item,Heart of Tarrasque!,official_caption,"Axe: item, fala 4.",placeholder,,,
axe_item_05,sounds/vo/axe/axe_item_05.vsnd_c,item,Urn of Shadows!,official_caption,"Axe: item, fala 5.",placeholder,,,
axe_item_06,sounds/vo/axe/axe_item_06.vsnd_c,item,Assault Cuirass!,official_caption,"Axe: item, fala 6.",placeholder,,,
axe_item_07,sounds/vo/axe/axe_item_07.vsnd_c,item,Hood of Defiance!,official_caption,"Axe: item, fala 7.",placeholder,,,
axe_item_08,sounds/vo/axe/axe_item_08.vsnd_c,item,Radiance!,official_caption,"Axe: item, fala 8.",placeholder,,,
axe_item_09,sounds/vo/axe/axe_item_09.vsnd_c,item,Shiva's Guard!,official_caption,"Axe: item, fala 9.",placeholder,,,
axe_kill_01,sounds/vo/axe/axe_kill_01.vsnd_c,kill,"Yes, Axe kills you!",official_caption,"Sim, Axe mata você!",placeholder,,,Rascunho-guia baseado na legenda oficial EN; requer revisão comunitária.
axe_kill_02,sounds/vo/axe/axe_kill_02.vsnd_c,kill,Cut you like cordwood!,official_caption,Cortei você como lenha!,placeholder,,,Rascunho-guia baseado na legenda oficial EN; requer revisão comunitária.
axe_kill_03,sounds/vo/axe/axe_kill_03.vsnd_c,kill,Your life on my steel!,official_caption,Sua vida na lâmina de Axe!,placeholder,,,Rascunho-guia baseado na legenda oficial EN; requer revisão comunitária.
axe_kill_04,sounds/vo/axe/axe_kill_04.vsnd_c,kill,Axe chops you down to size!,official_caption,Axe corta você até o tamanho certo!,placeholder,,,Rascunho-guia baseado na legenda oficial EN; requer revisão comunitária.
axe_kill_05,sounds/vo/axe/axe_kill_05.vsnd_c,kill,This ends you!,official_caption,Este é o seu fim!,placeholder,,,Rascunho-guia baseado na legenda oficial EN; requer revisão comunitária.
axe_kill_06,sounds/vo/axe/axe_kill_06.vsnd_c,kill,You fought badly--died worse.,official_caption,"Axe: abate, fala 6.",placeholder,,,
axe_kill_07,sounds/vo/axe/axe_kill_07.vsnd_c,kill,All must die--you first!,official_caption,"Axe: abate, fala 7.",placeholder,,,
axe_kill_08,sounds/vo/axe/axe_kill_08.vsnd_c,kill,Axe warms his blade in your guts!,official_caption,"Axe: abate, fala 8.",placeholder,,,
axe_kill_09,sounds/vo/axe/axe_kill_09.vsnd_c,kill,Feel the axe of Axe!,official_caption,"Axe: abate, fala 9.",placeholder,,,
axe_kill_10,sounds/vo/axe/axe_kill_10.vsnd_c,kill,Axe hews your bones!,official_caption,"Axe: abate, fala 10.",placeholder,,,
axe_kill_11,sounds/vo/axe/axe_kill_11.vsnd_c,kill,Axe fells you!,official_caption,"Axe: abate, fala 11.",placeholder,,,
axe_kill_12,sounds/vo/axe/axe_kill_12.vsnd_c,kill,Twenty hacks from the axe of Axe!,official_caption,"Axe: abate, fala 12.",placeholder,,,
axe_kill_13,sounds/vo/axe/axe_kill_13.vsnd_c,kill,Hew and cry some more!,official_caption,"Axe: abate, fala 13.",placeholder,,,
axe_kill_14,sounds/vo/axe/axe_kill_14.vsnd_c,kill,Sheathe my axe in your bowels!,official_caption,"Axe: abate, fala 14.",placeholder,,,
axe_kill_15,sounds/vo/axe/axe_kill_15.vsnd_c,kill,Ha ha ha ha!,official_caption,"Axe: abate, fala 15.",placeholder,,,
axe_kill_16,sounds/vo/axe/axe_kill_16.vsnd_c,kill,Ho ho ha ha!,official_caption,"Axe: abate, fala 16.",placeholder,,,
axe_kill_17,sounds/vo/axe/axe_kill_17.vsnd_c,kill,Ha ha ha ha ha!,official_caption,"Axe: abate, fala 17.",placeholder,,,
axe_kill_18,sounds/vo/axe/axe_kill_18.vsnd_c,kill,Ha ha yeah!,official_caption,"Axe: abate, fala 18.",placeholder,,,
axe_kill_19,sounds/vo/axe/axe_kill_19.vsnd_c,kill,Ha ha ha ha yes!,official_caption,"Axe: abate, fala 19.",placeholder,,,
axe_kill_20,sounds/vo/axe/axe_kill_20.vsnd_c,kill,Ha ha ha ha yeah!,official_caption,"Axe: abate, fala 20.",placeholder,,,
axe_killspecial_01,sounds/vo/axe/axe_killspecial_01.vsnd_c,killspecial,Cold cut!,official_caption,"Axe: abate especial, fala 1.",placeholder,,,
axe_killspecial_02,sounds/vo/axe/axe_killspecial_02.vsnd_c,killspecial,Cut and dried!,official_caption,"Axe: abate especial, fala 2.",placeholder,,,
axe_killspecial_03,sounds/vo/axe/axe_killspecial_03.vsnd_c,killspecial,Catch some Z's!,official_caption,"Axe: abate especial, fala 3.",placeholder,,,
axe_killspecial_04,sounds/vo/axe/axe_killspecial_04.vsnd_c,killspecial,You call that an axe?,official_caption,"Axe: abate especial, fala 4.",placeholder,,,
axe_lasthit_01,sounds/vo/axe/axe_lasthit_01.vsnd_c,lasthit,Yes!,official_caption,"Axe: último golpe, fala 1.",placeholder,,,
axe_lasthit_02,sounds/vo/axe/axe_lasthit_02.vsnd_c,lasthit,Axe takes all!,official_caption,"Axe: último golpe, fala 2.",placeholder,,,
axe_lasthit_03,sounds/vo/axe/axe_lasthit_03.vsnd_c,lasthit,Axe kills you!,official_caption,"Axe: último golpe, fala 3.",placeholder,,,
axe_lasthit_04,sounds/vo/axe/axe_lasthit_04.vsnd_c,lasthit,Soldier of fortune!,official_caption,"Axe: último golpe, fala 4.",placeholder,,,
axe_lasthit_05,sounds/vo/axe/axe_lasthit_05.vsnd_c,lasthit,Gold for steel!,official_caption,"Axe: último golpe, fala 5.",placeholder,,,
axe_lasthit_06,sounds/vo/axe/axe_lasthit_06.vsnd_c,lasthit,Coin of the realm!,official_caption,"Axe: último golpe, fala 6.",placeholder,,,
axe_lasthit_07,sounds/vo/axe/axe_lasthit_07.vsnd_c,lasthit,Axe takes your coin!,official_caption,"Axe: último golpe, fala 7.",placeholder,,,
axe_laugh_01,sounds/vo/axe/axe_laugh_01.vsnd_c,laugh,Ha ha ha!,official_caption,"Axe: risada, fala 1.",placeholder,,,
axe_laugh_02,sounds/vo/axe/axe_laugh_02.vsnd_c,laugh,Ha ha!,official_caption,"Axe: risada, fala 2.",placeholder,,,
axe_laugh_03,sounds/vo/axe/axe_laugh_03.vsnd_c,laugh,Ha ha ha ha ha ha!,official_caption,"Axe: risada, fala 3.",placeholder,,,
axe_laugh_04,sounds/vo/axe/axe_laugh_04.vsnd_c,laugh,Heh heh yeah ha!,official_caption,"Axe: risada, fala 4.",placeholder,,,
axe_laugh_05,sounds/vo/axe/axe_laugh_05.vsnd_c,laugh,Ha ha!,official_caption,"Axe: risada, fala 5.",placeholder,,,
axe_level_01,sounds/vo/axe/axe_level_01.vsnd_c,level,Axe grows stronger!,official_caption,"Axe: novo nível, fala 1.",placeholder,,,
axe_level_02,sounds/vo/axe/axe_level_02.vsnd_c,level,Axe gains strength!,official_caption,"Axe: novo nível, fala 2.",placeholder,,,
axe_level_03,sounds/vo/axe/axe_level_03.vsnd_c,level,Axe rises in rank!,official_caption,"Axe: novo nível, fala 3.",placeholder,,,
axe_level_04,sounds/vo/axe/axe_level_04.vsnd_c,level,Axe is a cut above!,official_caption,"Axe: novo nível, fala 4.",placeholder,,,
axe_level_05,sounds/vo/axe/axe_level_05.vsnd_c,level,Axe sharpens!,official_caption,"Axe: novo nível, fala 5.",placeholder,,,
axe_level_06,sounds/vo/axe/axe_level_06.vsnd_c,level,Axe is promoted!,official_caption,"Axe: novo nível, fala 6.",placeholder,,,
axe_level_07,sounds/vo/axe/axe_level_07.vsnd_c,level,Mwa ha ha ha ha ha!,official_caption,"Axe: novo nível, fala 7.",placeholder,,,
axe_level_08,sounds/vo/axe/axe_level_08.vsnd_c,level,Ha ha ha ha ha ha!,official_caption,"Axe: novo nível, fala 8.",placeholder,,,
axe_level_09,sounds/vo/axe/axe_level_09.vsnd_c,level,Huh huh ha ha ha!,official_caption,"Axe: novo nível, fala 9.",placeholder,,,
axe_level_10,sounds/vo/axe/axe_level_10.vsnd_c,level,Ha ha!,official_caption,"Axe: novo nível, fala 10.",placeholder,,,
axe_level_11,sounds/vo/axe/axe_level_11.vsnd_c,level,Ha ha ha!,official_caption,"Axe: novo nível, fala 11.",placeholder,,,
axe_lose_01,sounds/vo/axe/axe_lose_01.vsnd_c,lose,No!,official_caption,"Axe: derrota, fala 1.",placeholder,,,
